study,subject_id,session_name,time_bin_start_s,leverpress_count_5s
2,EXT2R,LTM2,215.0,1
2,EXT2R,LTM2,305.0,1
2,EXT2R,LTM2,395.0,1
2,EXT2R,LTM2,495.0,1
2,EXT2R,LTM2,640.0,1
2,EXT2R,LTM2,665.0,1
2,EXT2R,extinction1,0.0,1
2,EXT2R,extinction1,90.0,1
2,EXT2R,extinction1,1475.0,1
2,EXT2R,extinction1,3145.0,1
2,EXT2R,extinction3,0.0,1
2,EXT2R,extinction3,10.0,1
2,EXT2R,extinction3,25.0,1
2,EXT2R,extinction3,125.0,1
2,EXT2R,extinction3,155.0,1
2,EXT2R,extinction3,590.0,1
2,EXT2R,extinction3,705.0,1
2,EXT2R,extinction3,715.0,1
2,EXT2R,extinction3,825.0,1
2,EXT2R,extinction3,920.0,1
2,EXT2R,extinction3,1065.0,1
2,EXT2R,extinction3,1150.0,1
2,EXT2R,extinction3,1255.0,1
2,EXT2R,extinction3,1360.0,1
2,EXT2R,extinction3,1420.0,1
2,EXT2R,extinction3,1520.0,1
2,EXT2R,extinction3,1620.0,1
2,EXT2R,extinction3,1700.0,1
2,EXT2R,extinction3,1720.0,1
2,EXT2R,extinction3,1745.0,1
2,EXT2R,extinction3,1850.0,1
2,EXT2R,extinction3,1990.0,1
2,EXT2R,extinction4,0.0,1
2,EXT2R,extinction4,40.0,1
2,EXT2R,extinction4,45.0,1
2,EXT2R,extinction4,55.0,1
2,EXT2R,extinction4,175.0,1
2,EXT2R,extinction4,345.0,1
2,EXT2R,extinction4,360.0,1
2,EXT2R,extinction4,485.0,1
2,EXT2R,extinction4,580.0,1
2,EXT2R,extinction4,680.0,1
2,EXT2R,extinction4,720.0,1
2,EXT2R,extinction4,920.0,1
2,EXT2R,extinction4,955.0,1
2,EXT2R,extinction4,1065.0,1
2,EXT2R,extinction4,1235.0,1
2,EXT2R,extinction4,1340.0,1
2,EXT2R,extinction4,1415.0,1
2,EXT2R,extinction4,1635.0,1
2,EXT2R,extinction4,1705.0,1
2,EXT2R,extinction4,1845.0,1
2,EXT2R,extinction4,1860.0,1
2,EXT2R,extinction4,1965.0,1
2,EXT2R,lever_training,0.0,2
2,EXT2R,lever_training,5.0,1
2,EXT2R,lever_training,100.0,1
2,EXT2R,lever_training,105.0,1
2,EXT2R,lever_training,200.0,1
2,EXT2R,lever_training,205.0,1
2,EXT2R,lever_training,210.0,1
2,EXT2R,lever_training,305.0,1
2,EXT2R,lever_training,310.0,1
2,EXT2R,lever_training,315.0,1
2,EXT2R,lever_training,360.0,1
2,EXT2R,lever_training,450.0,1
2,EXT2R,lever_training,465.0,1
2,EXT2R,lever_training,545.0,1
2,EXT2R,lever_training,555.0,1
2,EXT2R,lever_training,570.0,1
2,EXT2R,lever_training,615.0,1
2,EXT2R,lever_training,620.0,1
2,EXT2R,lever_training,655.0,1
2,EXT2R,lever_training,675.0,1
2,EXT2R,lever_training,750.0,1
2,EXT2R,lever_training,765.0,1
2,EXT2R,lever_training,775.0,1
2,EXT2R,lever_training,820.0,1
2,EXT2R,lever_training,860.0,1
2,EXT2R,lever_training,875.0,1
2,EXT2R,lever_training,925.0,1
2,EXT2R,lever_training,975.0,2
2,EXT2R,lever_training,1000.0,1
2,EXT2R,lever_training,1075.0,1
2,EXT2R,lever_training,1080.0,1
2,EXT2R,lever_training,1100.0,1
2,EXT2R,lever_training,1115.0,1
2,EXT2R,lever_training,1160.0,1
2,EXT2R,lever_training,1165.0,1
2,EXT2R,lever_training,1220.0,1
2,EXT2R,lever_training,1230.0,1
2,EXT2R,lever_training,1245.0,1
2,EXT2R,lever_training,1260.0,1
2,EXT2R,lever_training,1355.0,1
2,EXT2R,lever_training,1395.0,1
2,EXT2R,lever_training,1485.0,1
2,EXT2R,lever_training,1495.0,1
2,EXT2R,lever_training,1505.0,1
2,EXT2R,lever_training,1515.0,1
2,EXT2R,lever_training,1635.0,1
2,EXT2R,lever_training,1645.0,1
2,EXT2R,lever_training,1680.0,1
2,EXT2R,lever_training,1735.0,1
2,EXT2R,lever_training,1840.0,1
2,EXT2R,lever_training,1845.0,1
2,EXT2R,lever_training,1855.0,1
2,EXT2R,lever_training,1895.0,1
2,EXT2R,lever_training,1910.0,1
2,EXT2R,lever_training,1980.0,2
2,EXT2R,lever_training,1990.0,1
2,EXT2R,lever_training,2000.0,1
2,EXT2R,lever_training,2080.0,1
2,EXT2R,lever_training,2085.0,1
2,EXT2R,lever_training,2110.0,1
2,EXT2R,lever_training,2170.0,1
2,EXT2R,lever_training,2210.0,1
2,EXT2R,lever_training,2265.0,1
2,EXT2R,lever_training,2270.0,1
2,EXT2R,lever_training,2290.0,1
2,EXT2R,lever_training,2340.0,1
2,EXT2R,lever_training,2380.0,2
2,EXT2R,renewal,0.0,1
2,EXT2R,renewal,85.0,1
2,EXT2R,renewal,190.0,1
2,EXT2R,retrieval,0.0,1
2,EXT2R,retrieval,195.0,1
2,EXT3B,LTM2,0.0,1
2,EXT3B,LTM2,75.0,1
2,EXT3B,LTM2,125.0,1
2,EXT3B,LTM2,255.0,1
2,EXT3B,LTM2,415.0,1
2,EXT3B,LTM2,530.0,1
2,EXT3B,extinction1,0.0,1
2,EXT3B,extinction1,160.0,1
2,EXT3B,extinction1,265.0,1
2,EXT3B,extinction1,335.0,1
2,EXT3B,extinction1,440.0,1
2,EXT3B,extinction1,575.0,1
2,EXT3B,extinction1,675.0,1
2,EXT3B,extinction1,795.0,1
2,EXT3B,extinction1,875.0,1
2,EXT3B,extinction1,970.0,1
2,EXT3B,extinction1,1125.0,1
2,EXT3B,extinction1,1265.0,1
2,EXT3B,extinction1,1815.0,1
2,EXT3B,extinction1,2915.0,1
2,EXT3B,extinction2,0.0,1
2,EXT3B,extinction2,180.0,1
2,EXT3B,extinction2,590.0,1
2,EXT3B,extinction2,745.0,1
2,EXT3B,extinction2,850.0,1
2,EXT3B,extinction2,955.0,1
2,EXT3B,extinction2,1110.0,1
2,EXT3B,extinction2,1465.0,1
2,EXT3B,extinction2,1815.0,1
2,EXT3B,extinction2,1925.0,1
2,EXT3B,extinction3,0.0,1
2,EXT3B,extinction3,60.0,1
2,EXT3B,extinction3,160.0,1
2,EXT3B,extinction3,265.0,1
2,EXT3B,extinction3,375.0,1
2,EXT3B,extinction3,490.0,1
2,EXT3B,extinction3,595.0,1
2,EXT3B,extinction3,710.0,1
2,EXT3B,extinction3,845.0,1
2,EXT3B,extinction3,1080.0,1
2,EXT3B,extinction3,1580.0,1
2,EXT3B,extinction3,1730.0,1
2,EXT3B,extinction3,1805.0,1
2,EXT3B,extinction3,1940.0,1
2,EXT3B,extinction4,0.0,1
2,EXT3B,extinction4,25.0,1
2,EXT3B,extinction4,120.0,1
2,EXT3B,extinction4,130.0,1
2,EXT3B,extinction4,180.0,2
2,EXT3B,extinction4,280.0,1
2,EXT3B,extinction4,390.0,1
2,EXT3B,extinction4,475.0,1
2,EXT3B,extinction4,485.0,1
2,EXT3B,extinction4,590.0,1
2,EXT3B,extinction4,695.0,1
2,EXT3B,extinction4,720.0,1
2,EXT3B,extinction4,830.0,1
2,EXT3B,extinction4,985.0,1
2,EXT3B,extinction4,1125.0,1
2,EXT3B,extinction4,1225.0,1
2,EXT3B,extinction4,1310.0,1
2,EXT3B,extinction4,1440.0,1
2,EXT3B,extinction4,1645.0,1
2,EXT3B,extinction4,1775.0,1
2,EXT3B,extinction4,1860.0,1
2,EXT3B,lever_training,0.0,2
2,EXT3B,lever_training,80.0,1
2,EXT3B,lever_training,125.0,1
2,EXT3B,lever_training,130.0,1
2,EXT3B,lever_training,210.0,1
2,EXT3B,lever_training,235.0,1
2,EXT3B,lever_training,245.0,2
2,EXT3B,lever_training,305.0,1
2,EXT3B,lever_training,365.0,1
2,EXT3B,lever_training,380.0,1
2,EXT3B,lever_training,415.0,1
2,EXT3B,lever_training,470.0,1
2,EXT3B,lever_training,550.0,1
2,EXT3B,lever_training,570.0,1
2,EXT3B,lever_training,620.0,1
2,EXT3B,lever_training,625.0,1
2,EXT3B,lever_training,680.0,1
2,EXT3B,lever_training,695.0,1
2,EXT3B,lever_training,785.0,1
2,EXT3B,lever_training,795.0,1
2,EXT3B,lever_training,890.0,1
2,EXT3B,lever_training,900.0,1
2,EXT3B,lever_training,995.0,1
2,EXT3B,lever_training,1020.0,1
2,EXT3B,lever_training,1080.0,1
2,EXT3B,lever_training,1145.0,1
2,EXT3B,lever_training,1275.0,1
2,EXT3B,lever_training,1340.0,1
2,EXT3B,lever_training,1385.0,1
2,EXT3B,lever_training,1425.0,1
2,EXT3B,lever_training,1475.0,1
2,EXT3B,lever_training,1495.0,1
2,EXT3B,lever_training,1550.0,1
2,EXT3B,lever_training,1575.0,1
2,EXT3B,lever_training,1680.0,1
2,EXT3B,lever_training,1690.0,1
2,EXT3B,lever_training,1880.0,1
2,EXT3B,lever_training,2065.0,1
2,EXT3B,lever_training,2165.0,1
2,EXT3B,lever_training,2250.0,1
2,EXT3B,renewal,0.0,1
2,EXT3B,renewal,180.0,1
2,EXT3B,renewal,645.0,1
2,EXT3B,renewal,725.0,1
2,EXT3B,retrieval,0.0,1
2,EXT3B,retrieval,200.0,1
2,EXT3G,LTM2,0.0,1
2,EXT3G,LTM2,85.0,1
2,EXT3G,LTM2,205.0,1
2,EXT3G,LTM2,290.0,1
2,EXT3G,LTM2,380.0,1
2,EXT3G,LTM2,420.0,1
2,EXT3G,LTM2,515.0,1
2,EXT3G,LTM2,645.0,1
2,EXT3G,extinction1,0.0,1
2,EXT3G,extinction1,195.0,1
2,EXT3G,extinction2,0.0,2
2,EXT3G,extinction2,150.0,1
2,EXT3G,extinction2,250.0,1
2,EXT3G,extinction2,275.0,1
2,EXT3G,extinction2,405.0,1
2,EXT3G,extinction2,540.0,1
2,EXT3G,extinction2,635.0,1
2,EXT3G,extinction2,720.0,1
2,EXT3G,extinction2,755.0,1
2,EXT3G,extinction2,800.0,1
2,EXT3G,extinction2,865.0,1
2,EXT3G,extinction2,875.0,1
2,EXT3G,extinction2,965.0,1
2,EXT3G,extinction2,985.0,1
2,EXT3G,extinction2,990.0,1
2,EXT3G,extinction2,995.0,1
2,EXT3G,extinction2,1010.0,1
2,EXT3G,extinction2,1100.0,1
2,EXT3G,extinction2,1120.0,1
2,EXT3G,extinction2,1205.0,1
2,EXT3G,extinction2,1210.0,1
2,EXT3G,extinction2,1300.0,1
2,EXT3G,extinction2,1410.0,1
2,EXT3G,extinction2,1465.0,1
2,EXT3G,extinction2,1515.0,1
2,EXT3G,extinction2,1575.0,1
2,EXT3G,extinction2,1625.0,1
2,EXT3G,extinction2,1690.0,1
2,EXT3G,extinction2,1725.0,1
2,EXT3G,extinction2,1825.0,1
2,EXT3G,extinction2,1990.0,1
2,EXT3G,extinction3,0.0,1
2,EXT3G,extinction3,70.0,1
2,EXT3G,extinction3,125.0,1
2,EXT3G,extinction3,245.0,1
2,EXT3G,extinction3,355.0,1
2,EXT3G,extinction3,450.0,1
2,EXT3G,extinction3,475.0,1
2,EXT3G,extinction3,515.0,1
2,EXT3G,extinction3,595.0,1
2,EXT3G,extinction3,645.0,1
2,EXT3G,extinction3,725.0,1
2,EXT3G,extinction3,820.0,1
2,EXT3G,extinction3,915.0,1
2,EXT3G,extinction3,1070.0,1
2,EXT3G,extinction3,1205.0,1
2,EXT3G,extinction3,1275.0,1
2,EXT3G,extinction3,1295.0,1
2,EXT3G,extinction3,1385.0,1
2,EXT3G,extinction3,1430.0,1
2,EXT3G,extinction3,1485.0,1
2,EXT3G,extinction3,1610.0,1
2,EXT3G,extinction3,1650.0,1
2,EXT3G,extinction3,1710.0,1
2,EXT3G,extinction3,1720.0,1
2,EXT3G,extinction3,1865.0,1
2,EXT3G,extinction3,1970.0,1
2,EXT3G,extinction4,0.0,1
2,EXT3G,extinction4,95.0,1
2,EXT3G,extinction4,195.0,1
2,EXT3G,extinction4,200.0,1
2,EXT3G,extinction4,235.0,1
2,EXT3G,extinction4,340.0,1
2,EXT3G,extinction4,385.0,1
2,EXT3G,extinction4,415.0,1
2,EXT3G,extinction4,425.0,1
2,EXT3G,extinction4,530.0,1
2,EXT3G,extinction4,560.0,1
2,EXT3G,extinction4,630.0,1
2,EXT3G,extinction4,730.0,1
2,EXT3G,extinction4,810.0,1
2,EXT3G,extinction4,885.0,1
2,EXT3G,extinction4,925.0,1
2,EXT3G,extinction4,950.0,1
2,EXT3G,extinction4,1060.0,1
2,EXT3G,extinction4,1190.0,1
2,EXT3G,extinction4,1330.0,1
2,EXT3G,extinction4,1430.0,1
2,EXT3G,extinction4,1475.0,1
2,EXT3G,extinction4,1615.0,1
2,EXT3G,extinction4,1710.0,1
2,EXT3G,extinction4,1805.0,1
2,EXT3G,extinction4,1915.0,1
2,EXT3G,lever_training,0.0,2
2,EXT3G,lever_training,10.0,1
2,EXT3G,lever_training,75.0,1
2,EXT3G,lever_training,165.0,1
2,EXT3G,lever_training,195.0,1
2,EXT3G,lever_training,250.0,1
2,EXT3G,lever_training,255.0,1
2,EXT3G,lever_training,270.0,1
2,EXT3G,lever_training,355.0,2
2,EXT3G,lever_training,365.0,1
2,EXT3G,lever_training,435.0,1
2,EXT3G,lever_training,455.0,1
2,EXT3G,lever_training,470.0,1
2,EXT3G,lever_training,560.0,1
2,EXT3G,lever_training,570.0,2
2,EXT3G,lever_training,600.0,1
2,EXT3G,lever_training,680.0,1
2,EXT3G,lever_training,695.0,2
2,EXT3G,lever_training,760.0,1
2,EXT3G,lever_training,800.0,1
2,EXT3G,lever_training,860.0,1
2,EXT3G,lever_training,895.0,1
2,EXT3G,lever_training,965.0,1
2,EXT3G,lever_training,980.0,1
2,EXT3G,lever_training,1020.0,1
2,EXT3G,lever_training,1035.0,1
2,EXT3G,lever_training,1100.0,1
2,EXT3G,lever_training,1140.0,1
2,EXT3G,lever_training,1210.0,1
2,EXT3G,lever_training,1270.0,1
2,EXT3G,lever_training,1335.0,1
2,EXT3G,lever_training,1360.0,1
2,EXT3G,lever_training,1485.0,1
2,EXT3G,lever_training,1505.0,1
2,EXT3G,lever_training,1515.0,1
2,EXT3G,lever_training,1605.0,1
2,EXT3G,lever_training,1635.0,1
2,EXT3G,lever_training,1735.0,1
2,EXT3G,lever_training,1815.0,1
2,EXT3G,lever_training,1870.0,1
2,EXT3G,lever_training,2010.0,1
2,EXT3G,lever_training,2020.0,1
2,EXT3G,lever_training,2135.0,1
2,EXT3G,lever_training,2180.0,1
2,EXT3G,lever_training,2210.0,1
2,EXT3G,lever_training,2250.0,1
2,EXT3G,lever_training,2290.0,1
2,EXT3G,renewal,0.0,1
2,EXT3G,renewal,30.0,1
2,EXT3G,renewal,115.0,1
2,EXT3G,renewal,220.0,1
2,EXT3G,renewal,240.0,1
2,EXT3G,retrieval,0.0,1
2,EXT3G,retrieval,120.0,1
2,EXT3G,retrieval,225.0,1
2,EXT3R,LTM2,0.0,1
2,EXT3R,LTM2,245.0,1
2,EXT3R,extinction1,0.0,1
2,EXT3R,extinction2,0.0,2
2,EXT3R,extinction2,130.0,1
2,EXT3R,extinction2,145.0,1
2,EXT3R,extinction2,160.0,1
2,EXT3R,extinction2,190.0,1
2,EXT3R,extinction2,380.0,1
2,EXT3R,extinction2,515.0,1
2,EXT3R,extinction2,745.0,1
2,EXT3R,extinction2,920.0,1
2,EXT3R,extinction2,985.0,1
2,EXT3R,extinction2,1105.0,1
2,EXT3R,extinction2,1270.0,1
2,EXT3R,extinction2,1395.0,1
2,EXT3R,extinction2,1410.0,1
2,EXT3R,extinction2,1520.0,1
2,EXT3R,extinction2,1655.0,1
2,EXT3R,extinction2,1800.0,1
2,EXT3R,extinction2,1980.0,1
2,EXT3R,extinction3,0.0,1
2,EXT3R,extinction4,0.0,1
2,EXT3R,lever_training,0.0,2
2,EXT3R,lever_training,105.0,1
2,EXT3R,lever_training,120.0,1
2,EXT3R,lever_training,130.0,2
2,EXT3R,lever_training,230.0,1
2,EXT3R,lever_training,235.0,1
2,EXT3R,lever_training,280.0,1
2,EXT3R,lever_training,315.0,1
2,EXT3R,lever_training,330.0,1
2,EXT3R,lever_training,335.0,1
2,EXT3R,lever_training,405.0,1
2,EXT3R,lever_training,440.0,2
2,EXT3R,lever_training,495.0,1
2,EXT3R,lever_training,515.0,1
2,EXT3R,lever_training,540.0,1
2,EXT3R,lever_training,565.0,1
2,EXT3R,lever_training,630.0,1
2,EXT3R,lever_training,670.0,1
2,EXT3R,lever_training,760.0,1
2,EXT3R,lever_training,785.0,1
2,EXT3R,lever_training,885.0,1
2,EXT3R,lever_training,890.0,1
2,EXT3R,lever_training,905.0,1
2,EXT3R,lever_training,920.0,1
2,EXT3R,lever_training,1000.0,1
2,EXT3R,lever_training,1030.0,1
2,EXT3R,lever_training,1050.0,1
2,EXT3R,lever_training,1150.0,1
2,EXT3R,lever_training,1175.0,1
2,EXT3R,lever_training,1265.0,2
2,EXT3R,lever_training,1275.0,1
2,EXT3R,lever_training,1375.0,1
2,EXT3R,lever_training,1390.0,1
2,EXT3R,lever_training,1435.0,1
2,EXT3R,lever_training,1490.0,1
2,EXT3R,lever_training,1525.0,1
2,EXT3R,lever_training,1545.0,1
2,EXT3R,lever_training,1620.0,1
2,EXT3R,lever_training,1625.0,1
2,EXT3R,lever_training,1800.0,1
2,EXT3R,lever_training,1805.0,1
2,EXT3R,lever_training,1870.0,1
2,EXT3R,lever_training,1915.0,1
2,EXT3R,lever_training,1970.0,1
2,EXT3R,lever_training,1975.0,1
2,EXT3R,lever_training,2075.0,1
2,EXT3R,lever_training,2120.0,1
2,EXT3R,lever_training,2160.0,1
2,EXT3R,lever_training,2170.0,1
2,EXT3R,lever_training,2255.0,2
2,EXT3R,lever_training,2300.0,1
2,EXT3R,lever_training,2365.0,1
2,EXT3R,lever_training,2395.0,1
2,EXT3R,renewal,0.0,1
2,EXT3R,retrieval,0.0,1
2,NOEXT1B,LTM2,0.0,1
2,NOEXT1B,LTM2,250.0,1
2,NOEXT1B,extinction1,0.0,1
2,NOEXT1B,extinction1,990.0,1
2,NOEXT1B,extinction1,1120.0,1
2,NOEXT1B,extinction1,1200.0,1
2,NOEXT1B,extinction2,0.0,1
2,NOEXT1B,extinction2,990.0,1
2,NOEXT1B,extinction2,1120.0,1
2,NOEXT1B,extinction2,1200.0,1
2,NOEXT1B,extinction3,0.0,1
2,NOEXT1B,extinction3,1600.0,1
2,NOEXT1B,extinction3,1710.0,1
2,NOEXT1B,extinction3,1815.0,1
2,NOEXT1B,extinction3,1885.0,1
2,NOEXT1B,extinction3,1980.0,1
2,NOEXT1B,extinction4,0.0,1
2,NOEXT1B,extinction4,330.0,1
2,NOEXT1B,extinction4,510.0,1
2,NOEXT1B,extinction4,595.0,1
2,NOEXT1B,extinction4,615.0,1
2,NOEXT1B,extinction4,640.0,1
2,NOEXT1B,extinction4,745.0,1
2,NOEXT1B,extinction4,845.0,1
2,NOEXT1B,extinction4,910.0,1
2,NOEXT1B,extinction4,1020.0,1
2,NOEXT1B,extinction4,1135.0,1
2,NOEXT1B,extinction4,1155.0,1
2,NOEXT1B,extinction4,1265.0,1
2,NOEXT1B,extinction4,1385.0,1
2,NOEXT1B,extinction4,1515.0,1
2,NOEXT1B,extinction4,1590.0,1
2,NOEXT1B,extinction4,1775.0,1
2,NOEXT1B,extinction4,1920.0,1
2,NOEXT1B,extinction4,1970.0,1
2,NOEXT1B,lever_training,0.0,2
2,NOEXT1B,lever_training,130.0,1
2,NOEXT1B,lever_training,150.0,1
2,NOEXT1B,lever_training,175.0,1
2,NOEXT1B,lever_training,240.0,1
2,NOEXT1B,lever_training,265.0,1
2,NOEXT1B,lever_training,355.0,1
2,NOEXT1B,lever_training,360.0,1
2,NOEXT1B,lever_training,460.0,1
2,NOEXT1B,lever_training,525.0,1
2,NOEXT1B,lever_training,565.0,1
2,NOEXT1B,lever_training,715.0,1
2,NOEXT1B,lever_training,825.0,1
2,NOEXT1B,lever_training,890.0,1
2,NOEXT1B,lever_training,1030.0,1
2,NOEXT1B,lever_training,1095.0,1
2,NOEXT1B,lever_training,1150.0,1
2,NOEXT1B,lever_training,1265.0,2
2,NOEXT1B,lever_training,1395.0,1
2,NOEXT1B,lever_training,1405.0,1
2,NOEXT1B,lever_training,1515.0,1
2,NOEXT1B,lever_training,1635.0,1
2,NOEXT1B,lever_training,1755.0,1
2,NOEXT1B,lever_training,1820.0,1
2,NOEXT1B,lever_training,1870.0,1
2,NOEXT1B,lever_training,1900.0,1
2,NOEXT1B,lever_training,2005.0,1
2,NOEXT1B,lever_training,2020.0,1
2,NOEXT1B,lever_training,2040.0,1
2,NOEXT1B,lever_training,2045.0,1
2,NOEXT1B,lever_training,2060.0,1
2,NOEXT1B,lever_training,2095.0,1
2,NOEXT1B,lever_training,2155.0,1
2,NOEXT1B,lever_training,2215.0,1
2,NOEXT1B,lever_training,2255.0,1
2,NOEXT1B,lever_training,2320.0,1
2,NOEXT1B,renewal,0.0,1
2,NOEXT1B,retrieval,0.0,1
2,NOEXT1G,LTM2,0.0,1
2,NOEXT1G,LTM2,220.0,1
2,NOEXT1G,extinction1,0.0,1
2,NOEXT1G,extinction1,295.0,1
2,NOEXT1G,extinction1,790.0,1
2,NOEXT1G,extinction1,1380.0,1
2,NOEXT1G,extinction1,1485.0,1
2,NOEXT1G,extinction1,1615.0,1
2,NOEXT1G,extinction2,0.0,1
2,NOEXT1G,extinction2,295.0,1
2,NOEXT1G,extinction2,790.0,1
2,NOEXT1G,extinction2,1380.0,1
2,NOEXT1G,extinction2,1485.0,1
2,NOEXT1G,extinction2,1615.0,1
2,NOEXT1G,extinction3,0.0,1
2,NOEXT1G,extinction3,470.0,1
2,NOEXT1G,extinction3,1370.0,1
2,NOEXT1G,extinction3,1520.0,1
2,NOEXT1G,extinction3,1735.0,1
2,NOEXT1G,extinction4,0.0,1
2,NOEXT1G,extinction4,245.0,1
2,NOEXT1G,extinction4,310.0,1
2,NOEXT1G,extinction4,400.0,1
2,NOEXT1G,extinction4,545.0,1
2,NOEXT1G,extinction4,755.0,1
2,NOEXT1G,extinction4,980.0,1
2,NOEXT1G,extinction4,1030.0,1
2,NOEXT1G,extinction4,1080.0,1
2,NOEXT1G,extinction4,1145.0,1
2,NOEXT1G,extinction4,1210.0,1
2,NOEXT1G,extinction4,1330.0,1
2,NOEXT1G,extinction4,1500.0,1
2,NOEXT1G,extinction4,1620.0,1
2,NOEXT1G,extinction4,1870.0,1
2,NOEXT1G,lever_training,0.0,2
2,NOEXT1G,lever_training,5.0,1
2,NOEXT1G,lever_training,15.0,1
2,NOEXT1G,lever_training,105.0,1
2,NOEXT1G,lever_training,120.0,1
2,NOEXT1G,lever_training,125.0,2
2,NOEXT1G,lever_training,200.0,1
2,NOEXT1G,lever_training,225.0,1
2,NOEXT1G,lever_training,315.0,1
2,NOEXT1G,lever_training,360.0,1
2,NOEXT1G,lever_training,395.0,1
2,NOEXT1G,lever_training,435.0,1
2,NOEXT1G,lever_training,440.0,1
2,NOEXT1G,lever_training,485.0,1
2,NOEXT1G,lever_training,550.0,1
2,NOEXT1G,lever_training,560.0,1
2,NOEXT1G,lever_training,615.0,1
2,NOEXT1G,lever_training,630.0,2
2,NOEXT1G,lever_training,675.0,1
2,NOEXT1G,lever_training,735.0,1
2,NOEXT1G,lever_training,785.0,2
2,NOEXT1G,lever_training,840.0,1
2,NOEXT1G,lever_training,845.0,1
2,NOEXT1G,lever_training,860.0,1
2,NOEXT1G,lever_training,900.0,1
2,NOEXT1G,lever_training,950.0,1
2,NOEXT1G,lever_training,960.0,1
2,NOEXT1G,lever_training,965.0,1
2,NOEXT1G,lever_training,1060.0,1
2,NOEXT1G,lever_training,1090.0,1
2,NOEXT1G,lever_training,1140.0,1
2,NOEXT1G,lever_training,1160.0,1
2,NOEXT1G,lever_training,1170.0,1
2,NOEXT1G,lever_training,1185.0,1
2,NOEXT1G,lever_training,1205.0,1
2,NOEXT1G,lever_training,1215.0,1
2,NOEXT1G,lever_training,1255.0,1
2,NOEXT1G,lever_training,1265.0,1
2,NOEXT1G,lever_training,1365.0,1
2,NOEXT1G,lever_training,1390.0,1
2,NOEXT1G,lever_training,1405.0,1
2,NOEXT1G,lever_training,1505.0,1
2,NOEXT1G,lever_training,1520.0,1
2,NOEXT1G,lever_training,1610.0,1
2,NOEXT1G,lever_training,1720.0,1
2,NOEXT1G,lever_training,1735.0,1
2,NOEXT1G,lever_training,1780.0,1
2,NOEXT1G,lever_training,1795.0,1
2,NOEXT1G,lever_training,1905.0,1
2,NOEXT1G,lever_training,2030.0,1
2,NOEXT1G,lever_training,2155.0,1
2,NOEXT1G,lever_training,2210.0,1
2,NOEXT1G,lever_training,2310.0,1
2,NOEXT1G,lever_training,2330.0,1
2,NOEXT1G,renewal,0.0,1
2,NOEXT1G,renewal,110.0,1
2,NOEXT1G,renewal,185.0,1
2,NOEXT1G,retrieval,0.0,1
2,NOEXT1G,retrieval,290.0,1
2,NOEXT1G,retrieval,335.0,1
2,NOEXT1R,LTM2,0.0,1
2,NOEXT1R,LTM2,35.0,1
2,NOEXT1R,LTM2,175.0,1
2,NOEXT1R,extinction1,0.0,1
2,NOEXT1R,extinction1,125.0,1
2,NOEXT1R,extinction1,200.0,1
2,NOEXT1R,extinction1,305.0,1
2,NOEXT1R,extinction1,390.0,1
2,NOEXT1R,extinction1,510.0,1
2,NOEXT1R,extinction1,680.0,1
2,NOEXT1R,extinction1,755.0,1
2,NOEXT1R,extinction1,810.0,1
2,NOEXT1R,extinction1,845.0,1
2,NOEXT1R,extinction1,935.0,1
2,NOEXT1R,extinction1,1125.0,1
2,NOEXT1R,extinction1,1295.0,1
2,NOEXT1R,extinction1,1410.0,1
2,NOEXT1R,extinction1,1675.0,1
2,NOEXT1R,extinction1,1770.0,1
2,NOEXT1R,extinction1,1930.0,1
2,NOEXT1R,extinction2,0.0,1
2,NOEXT1R,extinction2,125.0,1
2,NOEXT1R,extinction2,200.0,1
2,NOEXT1R,extinction2,305.0,1
2,NOEXT1R,extinction2,390.0,1
2,NOEXT1R,extinction2,510.0,1
2,NOEXT1R,extinction2,680.0,1
